gkz,bezirkname,alle Krebsarten:diff_rate,alle Krebsarten:rate,alle Krebsarten:rate_at,Bauchspeicheldrüsenkrebs:diff_rate,Bauchspeicheldrüsenkrebs:rate,Bauchspeicheldrüsenkrebs:rate_at,Brustkrebs:diff_rate,Brustkrebs:rate,Brustkrebs:rate_at,Darmkrebs:diff_rate,Darmkrebs:rate,Darmkrebs:rate_at,Eierstockkrebs:diff_rate,Eierstockkrebs:rate,Eierstockkrebs:rate_at,Leukämie:diff_rate,Leukämie:rate,Leukämie:rate_at,Lungenkrebs:diff_rate,Lungenkrebs:rate,Lungenkrebs:rate_at,Magenkrebs:diff_rate,Magenkrebs:rate,Magenkrebs:rate_at,Prostatakrebs:diff_rate,Prostatakrebs:rate,Prostatakrebs:rate_at
203,Hermagor,-41.03000000000003,285.32,326.35,0.5500000000000007,22.2,21.65,-0.51,0,0.51,-11.489999999999998,25.48,36.97,0,0,0,-3.209999999999999,9.07,12.28,-25.72999999999999,42.34,68.07,12.69,28.25,15.56,-2.269999999999996,38.49,40.76
204,Klagenfurt Land,-0.20000000000004547,326.15,326.35,1.8000000000000007,23.45,21.65,0.35,0.86,0.51,-6.98,29.99,36.97,0,0,0,-1.0599999999999987,11.22,12.28,1.470000000000013,69.54,68.07,0.3200000000000003,15.88,15.56,3.460000000000001,44.22,40.76
205,Sankt Veit an der Glan,22.810000000000002,349.16,326.35,-1.759999999999998,19.89,21.65,-0.51,0,0.51,-6.6199999999999974,30.35,36.97,0,0,0,4.840000000000002,17.12,12.28,1.3400000000000034,69.41,68.07,7.860000000000001,23.42,15.56,10.190000000000005,50.95,40.76
206,Spittal an der Drau,-44.610000000000014,281.74,326.35,0.6600000000000001,22.31,21.65,-0.06,0.45,0.51,-9.009999999999998,27.96,36.97,0,0,0,0.9700000000000006,13.25,12.28,-12.529999999999994,55.54,68.07,2.299999999999999,17.86,15.56,-1.9099999999999966,38.85,40.76
207,Villach Land,8.489999999999952,334.84,326.35,-0.14999999999999858,21.5,21.65,-0.06,0.45,0.51,-6.469999999999999,30.5,36.97,0,0,0,-4.08,8.2,12.28,7.230000000000004,75.3,68.07,3.4700000000000006,19.03,15.56,8.89,49.65,40.76
208,Völkermarkt,64.94999999999999,391.3,326.35,2.9400000000000013,24.59,21.65,-0.51,0,0.51,8.509999999999998,45.48,36.97,0,0,0,0.8300000000000001,13.11,12.28,13.570000000000007,81.64,68.07,5.67,21.23,15.56,21.21,61.97,40.76
209,Wolfsberg,15.779999999999973,342.13,326.35,5.670000000000002,27.32,21.65,0.29000000000000004,0.8,0.51,-11.329999999999998,25.64,36.97,0,0,0,2.200000000000001,14.48,12.28,10.600000000000009,78.67,68.07,8.03,23.59,15.56,-2.4099999999999966,38.35,40.76
210,Feldkirchen,9.799999999999955,336.15,326.35,3.2300000000000004,24.88,21.65,-0.51,0,0.51,-2.1799999999999997,34.79,36.97,0,0,0,-3.51,8.77,12.28,4.560000000000002,72.63,68.07,6.209999999999999,21.77,15.56,7.600000000000001,48.36,40.76
301,Krems an der Donau(Stadt),-6.850000000000023,319.5,326.35,12.14,33.79,21.65,-0.51,0,0.51,-0.5700000000000003,36.4,36.97,0,0,0,-6.64,5.64,12.28,-0.5599999999999881,67.51,68.07,-0.8600000000000012,14.7,15.56,-10.529999999999998,30.23,40.76
302,Sankt Pölten(Stadt),33.45999999999998,359.81,326.35,2.7900000000000027,24.44,21.65,0,0.51,0.51,1.7800000000000011,38.75,36.97,0,0,0,1.8900000000000006,14.17,12.28,9.850000000000009,77.92,68.07,4.630000000000001,20.19,15.56,-4.059999999999995,36.7,40.76
303,Waidhofen an der Ybbs(Stadt),61.56,387.91,326.35,-7.119999999999999,14.53,21.65,-0.51,0,0.51,20.240000000000002,57.21,36.97,0,0,0,11.58,23.86,12.28,-7.1299999999999955,60.94,68.07,1.089999999999998,16.65,15.56,19.25,60.01,40.76
304,Wiener Neustadt(Stadt),83.54999999999995,409.9,326.35,5.120000000000001,26.77,21.65,1.41,1.92,0.51,12.910000000000004,49.88,36.97,0,0,0,-2.129999999999999,10.15,12.28,22.30000000000001,90.37,68.07,7.519999999999998,23.08,15.56,-0.9399999999999977,39.82,40.76
305,Amstetten,-35.900000000000034,290.45,326.35,-5,16.65,21.65,0.19999999999999996,0.71,0.51,1.1099999999999994,38.08,36.97,0,0,0,-0.6099999999999994,11.67,12.28,-16.57999999999999,51.49,68.07,0.2699999999999996,15.83,15.56,-2.299999999999997,38.46,40.76
306,Baden,35.099999999999966,361.45,326.35,3.150000000000002,24.8,21.65,0.71,1.22,0.51,7.050000000000004,44.02,36.97,0,0,0,0.8399999999999999,13.12,12.28,8.530000000000001,76.6,68.07,-0.7599999999999998,14.8,15.56,7.039999999999999,47.8,40.76
307,Bruck an der Leitha,22.879999999999995,349.23,326.35,3.240000000000002,24.89,21.65,-0.51,0,0.51,0.980000000000004,37.95,36.97,0,0,0,5.42,17.7,12.28,-1.5499999999999972,66.52,68.07,3.0999999999999996,18.66,15.56,-4.699999999999996,36.06,40.76
308,Gänserndorf,26.819999999999993,353.17,326.35,4.040000000000003,25.69,21.65,-0.51,0,0.51,10.950000000000003,47.92,36.97,0,0,0,-2,10.28,12.28,0.3200000000000074,68.39,68.07,3.5600000000000005,19.12,15.56,-7.82,32.94,40.76
309,Gmünd,28.789999999999964,355.14,326.35,-3.759999999999998,17.89,21.65,0.06999999999999995,0.58,0.51,18.64,55.61,36.97,0,0,0,-0.21999999999999886,12.06,12.28,1.2900000000000063,69.36,68.07,1.679999999999998,17.24,15.56,1,41.76,40.76
310,Hollabrunn,7.569999999999993,333.92,326.35,-3.379999999999999,18.27,21.65,-0.51,0,0.51,6.969999999999999,43.94,36.97,0,0,0,1.3100000000000005,13.59,12.28,-0.009999999999990905,68.06,68.07,2.01,17.57,15.56,0.3200000000000003,41.08,40.76
311,Horn,61.70999999999998,388.06,326.35,2.7200000000000024,24.37,21.65,0.14,0.65,0.51,12.469999999999999,49.44,36.97,0,0,0,4.250000000000002,16.53,12.28,0.46000000000000796,68.53,68.07,11.860000000000001,27.42,15.56,4.07,44.83,40.76
312,Korneuburg,17.299999999999955,343.65,326.35,3.460000000000001,25.11,21.65,-0.51,0,0.51,7.810000000000002,44.78,36.97,0,0,0,-2.459999999999999,9.82,12.28,-3.719999999999999,64.35,68.07,-1.6900000000000013,13.87,15.56,2.969999999999999,43.73,40.76
313,Krems (Land),-26.680000000000007,299.67,326.35,-2.1199999999999974,19.53,21.65,-0.51,0,0.51,2.480000000000004,39.45,36.97,0,0,0,0.45000000000000107,12.73,12.28,-21.709999999999994,46.36,68.07,2.4700000000000006,18.03,15.56,1.6099999999999994,42.37,40.76
314,Lilienfeld,-37.03000000000003,289.32,326.35,1.860000000000003,23.51,21.65,0.41000000000000003,0.92,0.51,-0.8399999999999963,36.13,36.97,0,0,0,-6.129999999999999,6.15,12.28,-17.959999999999994,50.11,68.07,-1.6500000000000004,13.91,15.56,-7.739999999999995,33.02,40.76
315,Melk,18.769999999999982,345.12,326.35,-2.0700000000000003,19.58,21.65,-0.16999999999999998,0.34,0.51,9.579999999999998,46.55,36.97,0,0,0,3.610000000000001,15.89,12.28,-2.809999999999988,65.26,68.07,1.3100000000000005,16.87,15.56,0.6900000000000048,41.45,40.76
316,Mistelbach,46.589999999999975,372.94,326.35,2.5600000000000023,24.21,21.65,-0.51,0,0.51,20.25,57.22,36.97,0,0,0,2.700000000000001,14.98,12.28,0.030000000000001137,68.1,68.07,-1.5999999999999996,13.96,15.56,0.10999999999999943,40.87,40.76
317,Mödling,-31.610000000000014,294.74,326.35,1.870000000000001,23.52,21.65,0.20999999999999996,0.72,0.51,0.8599999999999994,37.83,36.97,0,0,0,2.540000000000001,14.82,12.28,-15.719999999999992,52.35,68.07,-5.890000000000001,9.67,15.56,-3.5,37.26,40.76
318,Neunkirchen,8.759999999999991,335.11,326.35,-4.329999999999998,17.32,21.65,0.09999999999999998,0.61,0.51,3.3700000000000045,40.34,36.97,0,0,0,-0.7899999999999991,11.49,12.28,4.260000000000005,72.33,68.07,-1.700000000000001,13.86,15.56,-5.8699999999999974,34.89,40.76
319,Sankt Pölten(Land),-26.350000000000023,300,326.35,3.41,25.06,21.65,0.020000000000000018,0.53,0.51,5.8700000000000045,42.84,36.97,0,0,0,-1.5099999999999998,10.77,12.28,-11.089999999999996,56.98,68.07,-4.65,10.91,15.56,3.4100000000000037,44.17,40.76
320,Scheibbs,-18.450000000000045,307.9,326.35,-4.419999999999998,17.23,21.65,0.06999999999999995,0.58,0.51,4.590000000000003,41.56,36.97,0,0,0,4.500000000000002,16.78,12.28,-21.72999999999999,46.34,68.07,-5.530000000000001,10.03,15.56,11.600000000000001,52.36,40.76
321,Tulln,32.44999999999999,358.8,326.35,3.41,25.06,21.65,-0.51,0,0.51,13.620000000000005,50.59,36.97,0,0,0,0.5400000000000009,12.82,12.28,1.8200000000000074,69.89,68.07,-0.5999999999999996,14.96,15.56,-0.5599999999999952,40.2,40.76
322,Waidhofen an der Thaya,8.359999999999957,334.71,326.35,-3.1099999999999994,18.54,21.65,1.03,1.54,0.51,15,51.97,36.97,0,0,0,-6.339999999999999,5.94,12.28,-7.22999999999999,60.84,68.07,-3.2200000000000006,12.34,15.56,4.350000000000001,45.11,40.76
323,Wiener Neustadt(Land),23.96999999999997,350.32,326.35,-2.4899999999999984,19.16,21.65,-0.19,0.32,0.51,13.350000000000001,50.32,36.97,0,0,0,-1.1199999999999992,11.16,12.28,6.460000000000008,74.53,68.07,-2.91,12.65,15.56,-0.4099999999999966,40.35,40.76
324,Wien-Umgebung,22.799999999999955,349.15,326.35,3.2200000000000024,24.87,21.65,0.10999999999999999,0.62,0.51,4.410000000000004,41.38,36.97,0,0,0,5.630000000000001,17.91,12.28,1.6500000000000057,69.72,68.07,-0.8300000000000001,14.73,15.56,4.310000000000002,45.07,40.76
325,Zwettl,-34.24000000000001,292.11,326.35,-0.8299999999999983,20.82,21.65,0.6100000000000001,1.12,0.51,-8.36,28.61,36.97,0,0,0,0.4800000000000004,12.76,12.28,-21.909999999999997,46.16,68.07,9.269999999999998,24.83,15.56,-6.049999999999997,34.71,40.76
401,Linz(Stadt),10.109999999999957,336.46,326.35,2.780000000000001,24.43,21.65,0.45999999999999996,0.97,0.51,-4.229999999999997,32.74,36.97,0,0,0,-0.049999999999998934,12.23,12.28,6.220000000000013,74.29,68.07,0.9999999999999982,16.56,15.56,-4.850000000000001,35.91,40.76
402,Steyr(Stadt),18.689999999999998,345.04,326.35,-2.719999999999999,18.93,21.65,-0.51,0,0.51,-1.6899999999999977,35.28,36.97,0,0,0,-0.28999999999999915,11.99,12.28,12.590000000000003,80.66,68.07,3.9399999999999995,19.5,15.56,12.480000000000004,53.24,40.76
403,Wels(Stadt),13.649999999999977,340,326.35,2.6799999999999997,24.33,21.65,0.030000000000000027,0.54,0.51,-1.4299999999999997,35.54,36.97,0,0,0,0.25,12.53,12.28,11.75,79.82,68.07,2.8199999999999985,18.38,15.56,10.190000000000005,50.95,40.76
404,Braunau am Inn,-13.050000000000011,313.3,326.35,-1.9799999999999969,19.67,21.65,0.27,0.78,0.51,2.8000000000000043,39.77,36.97,0,0,0,-1.9299999999999997,10.35,12.28,-16.949999999999996,51.12,68.07,2.679999999999998,18.24,15.56,-3.809999999999995,36.95,40.76
405,Eferding,-30.450000000000045,295.9,326.35,-7.459999999999999,14.19,21.65,-0.51,0,0.51,-8.939999999999998,28.03,36.97,0,0,0,-2.5,9.78,12.28,-14.099999999999994,53.97,68.07,-4.520000000000001,11.04,15.56,16.18,56.94,40.76
406,Freistadt,-16.05000000000001,310.3,326.35,-2.09,19.56,21.65,-0.51,0,0.51,3.8200000000000003,40.79,36.97,0,0,0,-1.0299999999999994,11.25,12.28,-15.969999999999992,52.1,68.07,0.35999999999999943,15.92,15.56,6.25,47.01,40.76
407,Gmunden,-18.939999999999998,307.41,326.35,-1.0499999999999972,20.6,21.65,-0.040000000000000036,0.47,0.51,-2.1599999999999966,34.81,36.97,0,0,0,0.6400000000000006,12.92,12.28,-3.4799999999999898,64.59,68.07,1.6899999999999995,17.25,15.56,0.4100000000000037,41.17,40.76
408,Grieskirchen,-42.82000000000005,283.53,326.35,-2.91,18.74,21.65,-0.09000000000000002,0.42,0.51,1.6400000000000006,38.61,36.97,0,0,0,1.3600000000000012,13.64,12.28,-19.359999999999992,48.71,68.07,-1.7400000000000002,13.82,15.56,-4.280000000000001,36.48,40.76
409,Kirchdorf an der Krems,-31.5,294.85,326.35,-3.8099999999999987,17.84,21.65,0.8500000000000001,1.36,0.51,-6.66,30.31,36.97,0,0,0,2.1800000000000015,14.46,12.28,-17.75999999999999,50.31,68.07,2.4799999999999986,18.04,15.56,7.68,48.44,40.76
410,Linz-Land,-5.400000000000034,320.95,326.35,3.610000000000003,25.26,21.65,-0.18,0.33,0.51,-2.0700000000000003,34.9,36.97,0,0,0,1.1400000000000006,13.42,12.28,-1.7099999999999937,66.36,68.07,-0.9600000000000009,14.6,15.56,-4.789999999999999,35.97,40.76
411,Perg,6.2099999999999795,332.56,326.35,-0.2799999999999976,21.37,21.65,-0.10000000000000003,0.41,0.51,5.82,42.79,36.97,0,0,0,-0.8499999999999996,11.43,12.28,-15.22999999999999,52.84,68.07,7.119999999999999,22.68,15.56,-7.439999999999998,33.32,40.76
412,Ried im Innkreis,-43.110000000000014,283.24,326.35,-0.3099999999999987,21.34,21.65,-0.51,0,0.51,-6.390000000000001,30.58,36.97,0,0,0,-2.1899999999999995,10.09,12.28,-12.93999999999999,55.13,68.07,5.790000000000001,21.35,15.56,-9.569999999999997,31.19,40.76
413,Rohrbach,-71.03000000000003,255.32,326.35,-1.1899999999999977,20.46,21.65,-0.51,0,0.51,-9.419999999999998,27.55,36.97,0,0,0,-1.3999999999999986,10.88,12.28,-19.409999999999997,48.66,68.07,-1.17,14.39,15.56,-13.759999999999998,27,40.76
414,Schärding,-23.510000000000048,302.84,326.35,5.100000000000001,26.75,21.65,-0.10000000000000003,0.41,0.51,5.07,42.04,36.97,0,0,0,4.380000000000001,16.66,12.28,-13.959999999999994,54.11,68.07,2.299999999999999,17.86,15.56,-8.030000000000001,32.73,40.76
415,Steyr-Land,-21.52000000000004,304.83,326.35,-0.9399999999999977,20.71,21.65,-0.040000000000000036,0.47,0.51,8.280000000000001,45.25,36.97,0,0,0,-2.4399999999999995,9.84,12.28,-10.699999999999996,57.37,68.07,1.8899999999999988,17.45,15.56,-1.7800000000000011,38.98,40.76
416,Urfahr-Umgebung,-65.89000000000004,260.46,326.35,-5.079999999999998,16.57,21.65,-0.51,0,0.51,-4.519999999999996,32.45,36.97,0,0,0,-2.719999999999999,9.56,12.28,-22.929999999999993,45.14,68.07,-1.25,14.31,15.56,-7.039999999999999,33.72,40.76
417,Vöcklabruck,8.029999999999973,334.38,326.35,-1.389999999999997,20.26,21.65,1.15,1.66,0.51,1.2700000000000031,38.24,36.97,0,0,0,2.9300000000000015,15.21,12.28,-7.6299999999999955,60.44,68.07,0.5299999999999994,16.09,15.56,9.330000000000005,50.09,40.76
418,Wels-Land,-32.83000000000004,293.52,326.35,-0.9299999999999997,20.72,21.65,0.53,1.04,0.51,-6.779999999999998,30.19,36.97,0,0,0,-3.0199999999999996,9.26,12.28,-16.559999999999995,51.51,68.07,2.1500000000000004,17.71,15.56,-5.539999999999999,35.22,40.76
501,Salzburg(Stadt),-24.32000000000005,302.03,326.35,-3.6099999999999994,18.04,21.65,0.030000000000000027,0.54,0.51,-1.7800000000000011,35.19,36.97,0,0,0,2.8500000000000014,15.13,12.28,-2.4499999999999886,65.62,68.07,-0.23000000000000043,15.33,15.56,-7.839999999999996,32.92,40.76
502,Hallein,-36.18000000000001,290.17,326.35,-5.029999999999998,16.62,21.65,0.6100000000000001,1.12,0.51,-11.02,25.95,36.97,0,0,0,-5.819999999999999,6.46,12.28,-13.589999999999996,54.48,68.07,-0.9900000000000002,14.57,15.56,11.580000000000005,52.34,40.76
503,Salzburg-Umgebung,-40.710000000000036,285.64,326.35,-1.5599999999999987,20.09,21.65,-0.16999999999999998,0.34,0.51,-3.1199999999999974,33.85,36.97,0,0,0,-0.8399999999999999,11.44,12.28,-19.889999999999993,48.18,68.07,-0.4299999999999997,15.13,15.56,-2.6699999999999946,38.09,40.76
504,Sankt Johann im Pongau,-65.19,261.16,326.35,-4.809999999999999,16.84,21.65,-0.18,0.33,0.51,-14.559999999999999,22.41,36.97,0,0,0,-1.209999999999999,11.07,12.28,-8.909999999999997,59.16,68.07,0.5199999999999978,16.08,15.56,-0.8599999999999994,39.9,40.76
505,Tamsweg,-68.25,258.1,326.35,1.1000000000000014,22.75,21.65,-0.51,0,0.51,-5.789999999999999,31.18,36.97,0,0,0,-5.97,6.31,12.28,-38.05,30.02,68.07,-7.130000000000001,8.43,15.56,3.8000000000000043,44.56,40.76
506,Zell am See,-65.26000000000005,261.09,326.35,-3.3299999999999983,18.32,21.65,-0.51,0,0.51,-13.209999999999997,23.76,36.97,0,0,0,-2.41,9.87,12.28,-17.72999999999999,50.34,68.07,-2.540000000000001,13.02,15.56,6.420000000000002,47.18,40.76
601,Graz(Stadt),13.560000000000002,339.91,326.35,-0.13999999999999702,21.51,21.65,-0.25,0.26,0.51,-1.75,35.22,36.97,0,0,0,-0.29999999999999893,11.98,12.28,5.460000000000008,73.53,68.07,-2.26,13.3,15.56,4.260000000000005,45.02,40.76
603,Deutschlandsberg,23.789999999999964,350.14,326.35,1.9800000000000004,23.63,21.65,-0.51,0,0.51,-1.5,35.47,36.97,0,0,0,-0.10999999999999943,12.17,12.28,4.170000000000002,72.24,68.07,-2.1500000000000004,13.41,15.56,4.640000000000001,45.4,40.76
606,Graz-Umgebung,-7.020000000000039,319.33,326.35,-3.91,17.74,21.65,-0.15000000000000002,0.36,0.51,-1.0600000000000023,35.91,36.97,0,0,0,-0.5599999999999987,11.72,12.28,-10.699999999999996,57.37,68.07,-0.7599999999999998,14.8,15.56,3.5,44.26,40.76
610,Leibnitz,40.06,366.41,326.35,-2.979999999999997,18.67,21.65,-0.51,0,0.51,5.060000000000002,42.03,36.97,0,0,0,0.3200000000000003,12.6,12.28,4.030000000000001,72.1,68.07,0.019999999999999574,15.58,15.56,5.580000000000005,46.34,40.76
611,Leoben,24.939999999999998,351.29,326.35,-0.08999999999999986,21.56,21.65,0.13,0.64,0.51,1.7000000000000028,38.67,36.97,0,0,0,-0.16000000000000014,12.12,12.28,3.8200000000000074,71.89,68.07,1.0299999999999994,16.59,15.56,4.260000000000005,45.02,40.76
612,Liezen,-18.590000000000032,307.76,326.35,0.490000000000002,22.14,21.65,0.31999999999999995,0.83,0.51,-4.82,32.15,36.97,0,0,0,0.5300000000000011,12.81,12.28,-11.54999999999999,56.52,68.07,2.179999999999998,17.74,15.56,2.1499999999999986,42.91,40.76
614,Murau,-21.620000000000005,304.73,326.35,11.600000000000001,33.25,21.65,-0.51,0,0.51,-7.93,29.04,36.97,0,0,0,4.970000000000001,17.25,12.28,-9.68999999999999,58.38,68.07,-4.4,11.16,15.56,-11.259999999999998,29.5,40.76
616,Voitsberg,26.75999999999999,353.11,326.35,-4.479999999999997,17.17,21.65,-0.51,0,0.51,-5.219999999999999,31.75,36.97,0,0,0,0.7599999999999998,13.04,12.28,10.840000000000003,78.91,68.07,5.519999999999998,21.08,15.56,3.740000000000002,44.5,40.76
617,Weiz,-45.27000000000004,281.08,326.35,-2.969999999999999,18.68,21.65,-0.16000000000000003,0.35,0.51,-9.18,27.79,36.97,0,0,0,0.6699999999999999,12.95,12.28,-8.139999999999993,59.93,68.07,-4.540000000000001,11.02,15.56,-11.189999999999998,29.57,40.76
620,Murtal,0.6599999999999682,327.01,326.35,-3.1499999999999986,18.5,21.65,0.37,0.88,0.51,0.10000000000000142,37.07,36.97,0,0,0,2.3000000000000007,14.58,12.28,-0.6199999999999903,67.45,68.07,-1.0999999999999996,14.46,15.56,9.07,49.83,40.76
621,Bruck-Mürzzuschlag,-0.8799999999999955,325.47,326.35,-4.309999999999999,17.34,21.65,0.43999999999999995,0.95,0.51,1.3900000000000006,38.36,36.97,0,0,0,-0.8199999999999985,11.46,12.28,-5.819999999999993,62.25,68.07,1.3199999999999985,16.88,15.56,0.0800000000000054,40.84,40.76
622,Hartberg-Fürstenfeld,-29.970000000000027,296.38,326.35,0.8900000000000006,22.54,21.65,0.81,1.32,0.51,-4.719999999999999,32.25,36.97,0,0,0,-0.8999999999999986,11.38,12.28,-20.029999999999994,48.04,68.07,1.929999999999998,17.49,15.56,3.6600000000000037,44.42,40.76
623,Südoststeiermark,11.259999999999991,337.61,326.35,-1.5599999999999987,20.09,21.65,-0.51,0,0.51,10.11,47.08,36.97,0,0,0,4.380000000000001,16.66,12.28,-11.579999999999991,56.49,68.07,0.8300000000000001,16.39,15.56,6.800000000000004,47.56,40.76
701,Innsbruck-Stadt,21.67999999999995,348.03,326.35,-2.41,19.24,21.65,-0.07,0.44,0.51,1.3500000000000014,38.32,36.97,0,0,0,-0.379999999999999,11.9,12.28,10.170000000000002,78.24,68.07,0.8499999999999996,16.41,15.56,-2.8699999999999974,37.89,40.76
702,Imst,-26.660000000000025,299.69,326.35,-1.8299999999999983,19.82,21.65,0.16000000000000003,0.67,0.51,-15.379999999999999,21.59,36.97,0,0,0,1.9800000000000004,14.26,12.28,15.310000000000002,83.38,68.07,0.5499999999999989,16.11,15.56,-8.779999999999998,31.98,40.76
703,Innsbruck-Land,-35.59000000000003,290.76,326.35,1.3200000000000003,22.97,21.65,0.18999999999999995,0.7,0.51,-9.169999999999998,27.8,36.97,0,0,0,-2.84,9.44,12.28,-6.249999999999993,61.82,68.07,-2.99,12.57,15.56,-2.259999999999998,38.5,40.76
704,Kitzbühel,-41.69,284.66,326.35,-3.6199999999999974,18.03,21.65,-0.51,0,0.51,-8.009999999999998,28.96,36.97,0,0,0,-5.459999999999999,6.82,12.28,-8.379999999999995,59.69,68.07,4.42,19.98,15.56,-4.25,36.51,40.76
705,Kufstein,-46.960000000000036,279.39,326.35,-2.6099999999999994,19.04,21.65,0,0.51,0.51,-10.559999999999999,26.41,36.97,0,0,0,0.8500000000000014,13.13,12.28,-2.1099999999999994,65.96,68.07,0.7099999999999991,16.27,15.56,-11.459999999999997,29.3,40.76
706,Landeck,23.019999999999982,349.37,326.35,-4.93,16.72,21.65,0.09999999999999998,0.61,0.51,-8.5,28.47,36.97,0,0,0,1.5899999999999999,13.87,12.28,21.92,89.99,68.07,-4.83,10.73,15.56,7.950000000000003,48.71,40.76
707,Lienz,-27.04000000000002,299.31,326.35,-0.4799999999999969,21.17,21.65,0.040000000000000036,0.55,0.51,-11.27,25.7,36.97,0,0,0,-4.31,7.97,12.28,0.8000000000000114,68.87,68.07,9.569999999999999,25.13,15.56,-13.939999999999998,26.82,40.76
708,Reutte,0.6200000000000045,326.97,326.35,-3.9399999999999977,17.71,21.65,-0.51,0,0.51,4.590000000000003,41.56,36.97,0,0,0,4.529999999999999,16.81,12.28,16.5,84.57,68.07,2.2499999999999982,17.81,15.56,-5.32,35.44,40.76
709,Schwaz,-34.670000000000016,291.68,326.35,-6.299999999999999,15.35,21.65,0.8699999999999999,1.38,0.51,-12.73,24.24,36.97,0,0,0,3.030000000000001,15.31,12.28,3.460000000000008,71.53,68.07,4.529999999999999,20.09,15.56,-6.07,34.69,40.76
801,Bludenz,-11.810000000000002,314.54,326.35,-5.489999999999998,16.16,21.65,-0.18,0.33,0.51,-11.419999999999998,25.55,36.97,0,0,0,-5.079999999999999,7.2,12.28,10.030000000000001,78.1,68.07,2.119999999999999,17.68,15.56,0.8800000000000026,41.64,40.76
802,Bregenz,-23.060000000000002,303.29,326.35,-6.539999999999999,15.11,21.65,-0.22999999999999998,0.28,0.51,-8.219999999999999,28.75,36.97,0,0,0,-2.49,9.79,12.28,-1.269999999999996,66.8,68.07,-1.700000000000001,13.86,15.56,4.060000000000002,44.82,40.76
