gkz,bezirkname,alle Krebsarten:diff_rate,alle Krebsarten:rate,alle Krebsarten:rate_at,Bauchspeicheldrüsenkrebs:diff_rate,Bauchspeicheldrüsenkrebs:rate,Bauchspeicheldrüsenkrebs:rate_at,Brustkrebs:diff_rate,Brustkrebs:rate,Brustkrebs:rate_at,Darmkrebs:diff_rate,Darmkrebs:rate,Darmkrebs:rate_at,Eierstockkrebs:diff_rate,Eierstockkrebs:rate,Eierstockkrebs:rate_at,Leukämie:diff_rate,Leukämie:rate,Leukämie:rate_at,Lungenkrebs:diff_rate,Lungenkrebs:rate,Lungenkrebs:rate_at,Magenkrebs:diff_rate,Magenkrebs:rate,Magenkrebs:rate_at,Prostatakrebs:diff_rate,Prostatakrebs:rate,Prostatakrebs:rate_at
203,Hermagor,-28.129999999999995,222.11,250.24,-2.0100000000000016,16.95,18.96,0.9799999999999969,20.4,19.42,-5.569999999999997,21.76,27.33,-2.69,3.36,6.05,-0.7599999999999998,8.46,9.22,-17.669999999999998,28.23,45.9,3.2300000000000004,14.43,11.2,0.7300000000000004,15.09,14.36
204,Klagenfurt Land,-5.8300000000000125,244.41,250.24,2.4800000000000004,21.44,18.96,-5.380000000000003,14.04,19.42,-8.11,19.22,27.33,-0.54,5.51,6.05,-1.1500000000000004,8.07,9.22,0.8500000000000014,46.75,45.9,1.7800000000000011,12.98,11.2,1.620000000000001,15.98,14.36
205,Sankt Veit an der Glan,8.21999999999997,258.46,250.24,-0.5399999999999991,18.42,18.96,-2.770000000000003,16.65,19.42,-6.279999999999998,21.05,27.33,0.8300000000000001,6.88,6.05,1,10.22,9.22,-1.1999999999999957,44.7,45.9,4.1800000000000015,15.38,11.2,4.420000000000002,18.78,14.36
206,Spittal an der Drau,-27.49000000000001,222.75,250.24,1.9499999999999993,20.91,18.96,-3.580000000000002,15.84,19.42,-7.1199999999999974,20.21,27.33,0.6400000000000006,6.69,6.05,-0.27000000000000135,8.95,9.22,-7.199999999999996,38.7,45.9,3.290000000000001,14.49,11.2,1.0300000000000011,15.39,14.36
207,Villach Land,-2.1500000000000057,248.09,250.24,2.0199999999999996,20.98,18.96,0.00999999999999801,19.43,19.42,-3.979999999999997,23.35,27.33,-0.019999999999999574,6.03,6.05,-0.7900000000000009,8.43,9.22,-1.490000000000002,44.41,45.9,3.09,14.29,11.2,3.6400000000000006,18,14.36
208,Völkermarkt,14.769999999999982,265.01,250.24,0.5500000000000007,19.51,18.96,-6.850000000000001,12.57,19.42,-1.5499999999999972,25.78,27.33,0.29000000000000004,6.34,6.05,-0.11000000000000121,9.11,9.22,6.82,52.72,45.9,3.380000000000001,14.58,11.2,6.850000000000001,21.21,14.36
209,Wolfsberg,1.1599999999999966,251.4,250.24,4.07,23.03,18.96,-3.450000000000001,15.97,19.42,-5.229999999999997,22.1,27.33,-0.1299999999999999,5.92,6.05,1.0099999999999998,10.23,9.22,2.5700000000000003,48.47,45.9,3.780000000000001,14.98,11.2,0.11000000000000121,14.47,14.36
210,Feldkirchen,5.039999999999992,255.28,250.24,5.919999999999998,24.88,18.96,-4.060000000000002,15.36,19.42,-2.599999999999998,24.73,27.33,-0.2599999999999998,5.79,6.05,-0.11000000000000121,9.11,9.22,0.46000000000000085,46.36,45.9,1.8800000000000008,13.08,11.2,2.6099999999999994,16.97,14.36
301,Krems an der Donau(Stadt),2.289999999999992,252.53,250.24,7.789999999999999,26.75,18.96,6.169999999999998,25.59,19.42,1.0700000000000003,28.4,27.33,-0.7400000000000002,5.31,6.05,-2.210000000000001,7.01,9.22,-0.18999999999999773,45.71,45.9,-0.5999999999999996,10.6,11.2,-4.129999999999999,10.23,14.36
302,Sankt Pölten(Stadt),25.129999999999995,275.37,250.24,1.8599999999999994,20.82,18.96,0.06999999999999673,19.49,19.42,1.8000000000000007,29.13,27.33,2.420000000000001,8.47,6.05,0.4499999999999993,9.67,9.22,9.730000000000004,55.63,45.9,1.25,12.45,11.2,-1.2899999999999991,13.07,14.36
303,Waidhofen an der Ybbs(Stadt),4.159999999999997,254.4,250.24,-2.789999999999999,16.17,18.96,-3.150000000000002,16.27,19.42,-4.169999999999998,23.16,27.33,-3.4899999999999998,2.56,6.05,1.4799999999999986,10.7,9.22,-7.759999999999998,38.14,45.9,0.4900000000000002,11.69,11.2,6.41,20.77,14.36
304,Wiener Neustadt(Stadt),80.63999999999999,330.88,250.24,5.859999999999999,24.82,18.96,7.68,27.1,19.42,7.920000000000002,35.25,27.33,1.7700000000000005,7.82,6.05,-1.2800000000000002,7.94,9.22,21.690000000000005,67.59,45.9,3.790000000000001,14.99,11.2,-0.05999999999999872,14.3,14.36
305,Amstetten,-26.689999999999998,223.55,250.24,-3.5,15.46,18.96,0.379999999999999,19.8,19.42,-0.6099999999999994,26.72,27.33,0.3700000000000001,6.42,6.05,-0.5500000000000007,8.67,9.22,-12.61,33.29,45.9,-1.1999999999999993,10,11.2,-0.9199999999999999,13.44,14.36
306,Baden,17.180000000000007,267.42,250.24,2.6199999999999974,21.58,18.96,0.2799999999999976,19.7,19.42,2.030000000000001,29.36,27.33,-0.6299999999999999,5.42,6.05,1.7899999999999991,11.01,9.22,5.840000000000003,51.74,45.9,-0.049999999999998934,11.15,11.2,1.4299999999999997,15.79,14.36
307,Bruck an der Leitha,17.310000000000002,267.55,250.24,-1.6400000000000006,17.32,18.96,-0.6700000000000017,18.75,19.42,3.620000000000001,30.95,27.33,0.009999999999999787,6.06,6.05,2.209999999999999,11.43,9.22,3.8200000000000003,49.72,45.9,1.9300000000000015,13.13,11.2,-1.629999999999999,12.73,14.36
308,Gänserndorf,17.74000000000001,267.98,250.24,2.2699999999999996,21.23,18.96,1.6199999999999974,21.04,19.42,6.640000000000001,33.97,27.33,-2.0999999999999996,3.95,6.05,-1.5000000000000009,7.72,9.22,1.4299999999999997,47.33,45.9,2.360000000000001,13.56,11.2,-1.8399999999999999,12.52,14.36
309,Gmünd,8.089999999999975,258.33,250.24,-6.040000000000001,12.92,18.96,-2.3500000000000014,17.07,19.42,9.380000000000003,36.71,27.33,0.9500000000000002,7,6.05,1.8499999999999996,11.07,9.22,-4.939999999999998,40.96,45.9,1.4000000000000004,12.6,11.2,0.9900000000000002,15.35,14.36
310,Hollabrunn,0.7699999999999818,251.01,250.24,-4.860000000000001,14.1,18.96,-3.790000000000001,15.63,19.42,5.789999999999999,33.12,27.33,1.1800000000000006,7.23,6.05,1.6199999999999992,10.84,9.22,-1.7199999999999989,44.18,45.9,1.1000000000000014,12.3,11.2,0.10000000000000142,14.46,14.36
311,Horn,35.80000000000001,286.04,250.24,0.9800000000000004,19.94,18.96,3.549999999999997,22.97,19.42,9.670000000000002,37,27.33,0.04999999999999982,6.1,6.05,1.1199999999999992,10.34,9.22,-3.3299999999999983,42.57,45.9,3.4400000000000013,14.64,11.2,2.129999999999999,16.49,14.36
312,Korneuburg,17.409999999999968,267.65,250.24,0.46000000000000085,19.42,18.96,1.1099999999999994,20.53,19.42,4.940000000000005,32.27,27.33,0.5499999999999998,6.6,6.05,-0.7000000000000011,8.52,9.22,1.9699999999999989,47.87,45.9,-1.4299999999999997,9.77,11.2,1.6300000000000008,15.99,14.36
313,Krems (Land),-29.01000000000002,221.23,250.24,-2.0199999999999996,16.94,18.96,-4.400000000000002,15.02,19.42,0.7300000000000004,28.06,27.33,-0.39999999999999947,5.65,6.05,0.41999999999999993,9.64,9.22,-17.479999999999997,28.42,45.9,-1.049999999999999,10.15,11.2,-1.1499999999999986,13.21,14.36
314,Lilienfeld,-29.909999999999997,220.33,250.24,0.9399999999999977,19.9,18.96,-1.6400000000000006,17.78,19.42,-5.909999999999997,21.42,27.33,1.2199999999999998,7.27,6.05,-3.5600000000000005,5.66,9.22,-13.299999999999997,32.6,45.9,0.030000000000001137,11.23,11.2,-1.7899999999999991,12.57,14.36
315,Melk,22.20999999999998,272.45,250.24,-3.3200000000000003,15.64,18.96,4.719999999999999,24.14,19.42,6.520000000000003,33.85,27.33,0.020000000000000462,6.07,6.05,1.7299999999999986,10.95,9.22,-1.5,44.4,45.9,0.22000000000000064,11.42,11.2,0.7400000000000002,15.1,14.36
316,Mistelbach,45.620000000000005,295.86,250.24,4.379999999999999,23.34,18.96,3.8299999999999983,23.25,19.42,13.090000000000003,40.42,27.33,-0.0699999999999994,5.98,6.05,1.8199999999999985,11.04,9.22,-1.259999999999998,44.64,45.9,0.7900000000000009,11.99,11.2,0.6799999999999997,15.04,14.36
317,Mödling,-14.530000000000001,235.71,250.24,1.8299999999999983,20.79,18.96,1.1499999999999986,20.57,19.42,2.030000000000001,29.36,27.33,-0.8799999999999999,5.17,6.05,0.09999999999999964,9.32,9.22,-4.890000000000001,41.01,45.9,-3.6599999999999993,7.54,11.2,-0.9299999999999997,13.43,14.36
318,Neunkirchen,4.22999999999999,254.47,250.24,-1.6500000000000021,17.31,18.96,-1,18.42,19.42,3.7600000000000016,31.09,27.33,-0.5599999999999996,5.49,6.05,-1.4000000000000004,7.82,9.22,2.780000000000001,48.68,45.9,-1.8199999999999985,9.38,11.2,-2.3099999999999987,12.05,14.36
319,Sankt Pölten(Land),-12.370000000000005,237.87,250.24,2.25,21.21,18.96,-1.7800000000000011,17.64,19.42,3.3900000000000006,30.72,27.33,-0.8499999999999996,5.2,6.05,-0.3800000000000008,8.84,9.22,-6.159999999999997,39.74,45.9,-1.3599999999999994,9.84,11.2,1.6100000000000012,15.97,14.36
320,Scheibbs,-14.150000000000006,236.09,250.24,-2.9400000000000013,16.02,18.96,-3.580000000000002,15.84,19.42,2.9200000000000017,30.25,27.33,0.7000000000000002,6.75,6.05,2.5699999999999985,11.79,9.22,-16.919999999999998,28.98,45.9,-2.789999999999999,8.41,11.2,5.650000000000002,20.01,14.36
321,Tulln,31.110000000000014,281.35,250.24,2.4899999999999984,21.45,18.96,2.979999999999997,22.4,19.42,8.910000000000004,36.24,27.33,0.6800000000000006,6.73,6.05,-0.07000000000000028,9.15,9.22,3.0900000000000034,48.99,45.9,1.3000000000000007,12.5,11.2,0.23000000000000043,14.59,14.36
322,Waidhofen an der Thaya,0.23999999999998067,250.48,250.24,-1.5800000000000018,17.38,18.96,2.1199999999999974,21.54,19.42,7.8700000000000045,35.2,27.33,-0.7000000000000002,5.35,6.05,-3.1400000000000006,6.08,9.22,-5.170000000000002,40.73,45.9,-4.859999999999999,6.34,11.2,1.0899999999999999,15.45,14.36
323,Wiener Neustadt(Land),8.449999999999989,258.69,250.24,-1.25,17.71,18.96,-0.45000000000000284,18.97,19.42,6.480000000000004,33.81,27.33,-1.0499999999999998,5,6.05,-0.3100000000000005,8.91,9.22,0.25,46.15,45.9,-2.8199999999999985,8.38,11.2,0.39000000000000057,14.75,14.36
324,Wien-Umgebung,17.860000000000014,268.1,250.24,2.0599999999999987,21.02,18.96,3.669999999999998,23.09,19.42,3.9400000000000013,31.27,27.33,0.2999999999999998,6.35,6.05,2.5699999999999985,11.79,9.22,4.3700000000000045,50.27,45.9,-0.8499999999999996,10.35,11.2,0.9100000000000001,15.27,14.36
325,Zwettl,-22.379999999999995,227.86,250.24,-0.3100000000000023,18.65,18.96,-1.7000000000000028,17.72,19.42,-6.449999999999999,20.88,27.33,-2.2199999999999998,3.83,6.05,-0.75,8.47,9.22,-16.02,29.88,45.9,6.900000000000002,18.1,11.2,-0.7899999999999991,13.57,14.36
401,Linz(Stadt),8.279999999999973,258.52,250.24,0.39000000000000057,19.35,18.96,1.0999999999999979,20.52,19.42,-0.7799999999999976,26.55,27.33,1.08,7.13,6.05,0.1999999999999993,9.42,9.22,4.740000000000002,50.64,45.9,-0.2699999999999996,10.93,11.2,-2.119999999999999,12.24,14.36
402,Steyr(Stadt),19.889999999999986,270.13,250.24,-2.6799999999999997,16.28,18.96,5.219999999999999,24.64,19.42,6.170000000000002,33.5,27.33,-0.019999999999999574,6.03,6.05,-0.1800000000000015,9.04,9.22,7.469999999999999,53.37,45.9,-0.1399999999999988,11.06,11.2,3.150000000000002,17.51,14.36
403,Wels(Stadt),1.25,251.49,250.24,1.0899999999999999,20.05,18.96,3.59,23.01,19.42,1.5100000000000016,28.84,27.33,-0.7699999999999996,5.28,6.05,-0.1800000000000015,9.04,9.22,5.240000000000002,51.14,45.9,1.33,12.53,11.2,2.75,17.11,14.36
404,Braunau am Inn,-14.52000000000001,235.72,250.24,-1.6900000000000013,17.27,18.96,-0.9300000000000033,18.49,19.42,0.8100000000000023,28.14,27.33,-0.28000000000000025,5.77,6.05,-0.4300000000000015,8.79,9.22,-13.329999999999998,32.57,45.9,4.0600000000000005,15.26,11.2,-0.5399999999999991,13.82,14.36
405,Eferding,-32.48000000000002,217.76,250.24,-4.720000000000001,14.24,18.96,-1.2000000000000028,18.22,19.42,-7.449999999999999,19.88,27.33,-1.8099999999999996,4.24,6.05,-0.13000000000000078,9.09,9.22,-11.32,34.58,45.9,-3.719999999999999,7.48,11.2,2.6400000000000006,17,14.36
406,Freistadt,-22.27000000000001,227.97,250.24,-2.3200000000000003,16.64,18.96,-3.6400000000000023,15.78,19.42,0.4800000000000004,27.81,27.33,0.54,6.59,6.05,0.21999999999999886,9.44,9.22,-12.96,32.94,45.9,1.75,12.95,11.2,0.41000000000000014,14.77,14.36
407,Gmunden,-10.52000000000001,239.72,250.24,-0.9100000000000001,18.05,18.96,0.7399999999999984,20.16,19.42,-1.6199999999999974,25.71,27.33,-0.9399999999999995,5.11,6.05,1.0699999999999985,10.29,9.22,-3.309999999999995,42.59,45.9,0.16999999999999993,11.37,11.2,0.0600000000000005,14.42,14.36
408,Grieskirchen,-35.46000000000001,214.78,250.24,-4.620000000000001,14.34,18.96,-4.170000000000002,15.25,19.42,-3.4599999999999973,23.87,27.33,2.5200000000000005,8.57,6.05,-0.8300000000000001,8.39,9.22,-15.989999999999998,29.91,45.9,0.10000000000000142,11.3,11.2,-0.9399999999999995,13.42,14.36
409,Kirchdorf an der Krems,-22.78,227.46,250.24,-1.4100000000000001,17.55,18.96,0.8599999999999994,20.28,19.42,-3.469999999999999,23.86,27.33,1.1900000000000004,7.24,6.05,0.7899999999999991,10.01,9.22,-13.759999999999998,32.14,45.9,0.5300000000000011,11.73,11.2,1.8100000000000023,16.17,14.36
410,Linz-Land,-9.26000000000002,240.98,250.24,-1.6000000000000014,17.36,18.96,-0.25,19.17,19.42,-2.469999999999999,24.86,27.33,-0.6399999999999997,5.41,6.05,0.6799999999999997,9.9,9.22,-2.269999999999996,43.63,45.9,-1.7599999999999998,9.44,11.2,-0.8699999999999992,13.49,14.36
411,Perg,-0.15000000000000568,250.09,250.24,-3.1700000000000017,15.79,18.96,0.8599999999999994,20.28,19.42,4.520000000000003,31.85,27.33,1.4400000000000004,7.49,6.05,0.97999999999999865,10.2,9.22,-11.879999999999995,34.02,45.9,3.67,14.87,11.2,-2.4499999999999993,11.91,14.36
412,Ried im Innkreis,-31.980000000000018,218.26,250.24,0.5599999999999987,19.52,18.96,-3.030000000000001,16.39,19.42,-3.5,23.83,27.33,1.38,7.43,6.05,-2.620000000000001,6.6,9.22,-12.219999999999999,33.68,45.9,5.25,16.45,11.2,-3.42,10.94,14.36
413,Rohrbach,-54.81,195.43,250.24,-2.870000000000001,16.09,18.96,-7.110000000000001,12.31,19.42,-5.759999999999998,21.57,27.33,1.0300000000000002,7.08,6.05,0.05999999999999872,9.28,9.22,-16.229999999999997,29.67,45.9,0.6600000000000001,11.86,11.2,-3.9299999999999997,10.43,14.36
414,Schärding,-17.99000000000001,232.25,250.24,3.099999999999998,22.06,18.96,-3.330000000000002,16.09,19.42,0.360000000000003,27.69,27.33,0.7400000000000002,6.79,6.05,0.09999999999999964,9.32,9.22,-11.82,34.08,45.9,2.75,13.95,11.2,-3.0599999999999987,11.3,14.36
415,Steyr-Land,-19.590000000000003,230.65,250.24,-1.620000000000001,17.34,18.96,-4.030000000000001,15.39,19.42,4.100000000000001,31.43,27.33,-0.019999999999999574,6.03,6.05,-2.160000000000001,7.06,9.22,-9.25,36.65,45.9,2.1000000000000014,13.3,11.2,-0.16000000000000014,14.2,14.36
416,Urfahr-Umgebung,-43.45000000000002,206.79,250.24,-2.6300000000000026,16.33,18.96,-3.780000000000001,15.64,19.42,-3.469999999999999,23.86,27.33,-1.2699999999999996,4.78,6.05,-1.6900000000000004,7.53,9.22,-15.91,29.99,45.9,0.9500000000000011,12.15,11.2,-1.5099999999999998,12.85,14.36
417,Vöcklabruck,5.449999999999989,255.69,250.24,-1.8800000000000026,17.08,18.96,3.7799999999999976,23.2,19.42,0.870000000000001,28.2,27.33,-0.45999999999999996,5.59,6.05,0,9.22,9.22,-5.219999999999999,40.68,45.9,0.620000000000001,11.82,11.2,3.4299999999999997,17.79,14.36
418,Wels-Land,-23.930000000000007,226.31,250.24,-0.7899999999999991,18.17,18.96,-2.0600000000000023,17.36,19.42,-1.7399999999999984,25.59,27.33,0.020000000000000462,6.07,6.05,-0.9800000000000004,8.24,9.22,-12.119999999999997,33.78,45.9,2.0100000000000016,13.21,11.2,-0.8999999999999986,13.46,14.36
501,Salzburg(Stadt),-12.390000000000015,237.85,250.24,-0.740000000000002,18.22,18.96,0.5899999999999999,20.01,19.42,-1.5899999999999999,25.74,27.33,0.6299999999999999,6.68,6.05,0.8199999999999985,10.04,9.22,-0.8599999999999994,45.04,45.9,-0.27999999999999936,10.92,11.2,-3.4399999999999995,10.92,14.36
502,Hallein,-24.80000000000001,225.44,250.24,-3.5,15.46,18.96,-0.08000000000000185,19.34,19.42,-4.52,22.81,27.33,0.16999999999999993,6.22,6.05,-1.580000000000001,7.64,9.22,-11.07,34.83,45.9,2.67,13.87,11.2,3.289999999999999,17.65,14.36
503,Salzburg-Umgebung,-26.100000000000023,224.14,250.24,0.379999999999999,19.34,18.96,-1.2200000000000024,18.2,19.42,-0.09999999999999787,27.23,27.33,0.5200000000000005,6.57,6.05,-1.5900000000000007,7.63,9.22,-13.219999999999999,32.68,45.9,-2.0299999999999994,9.17,11.2,-0.22999999999999865,14.13,14.36
504,Sankt Johann im Pongau,-39.5,210.74,250.24,-3.1000000000000014,15.86,18.96,-3.370000000000001,16.05,19.42,-8.93,18.4,27.33,0.5200000000000005,6.57,6.05,0.6799999999999997,9.9,9.22,-8.439999999999998,37.46,45.9,1.3800000000000008,12.58,11.2,1.0099999999999998,15.37,14.36
505,Tamsweg,-57.610000000000014,192.63,250.24,-1.7699999999999996,17.19,18.96,-8.490000000000002,10.93,19.42,-8.079999999999998,19.25,27.33,0.40000000000000036,6.45,6.05,-2.3600000000000003,6.86,9.22,-22.93,22.97,45.9,0.5800000000000001,11.78,11.2,0.9800000000000004,15.34,14.36
506,Zell am See,-39.10000000000002,211.14,250.24,-1.2100000000000009,17.75,18.96,-4.860000000000001,14.56,19.42,-7.649999999999999,19.68,27.33,-2.38,3.67,6.05,-0.3500000000000014,8.87,9.22,-13.589999999999996,32.31,45.9,-0.35999999999999943,10.84,11.2,4.18,18.54,14.36
601,Graz(Stadt),5.6299999999999955,255.87,250.24,-1.6600000000000001,17.3,18.96,3.139999999999997,22.56,19.42,-2.3599999999999994,24.97,27.33,-0.33999999999999986,5.71,6.05,-0.11000000000000121,9.11,9.22,3.990000000000002,49.89,45.9,-1.5699999999999985,9.63,11.2,0.75,15.11,14.36
603,Deutschlandsberg,7.389999999999986,257.63,250.24,-1.3000000000000007,17.66,18.96,-4.730000000000002,14.69,19.42,1.1800000000000033,28.51,27.33,-1.9500000000000002,4.1,6.05,1.3399999999999999,10.56,9.22,-1.8999999999999986,44,45.9,-1.3199999999999985,9.88,11.2,0.14000000000000057,14.5,14.36
606,Graz-Umgebung,-4.310000000000002,245.93,250.24,-2.0500000000000007,16.91,18.96,-0.9800000000000004,18.44,19.42,-2.4099999999999966,24.92,27.33,-0.2999999999999998,5.75,6.05,-0.620000000000001,8.6,9.22,-4.939999999999998,40.96,45.9,-0.5,10.7,11.2,1.6300000000000008,15.99,14.36
610,Leibnitz,9.21999999999997,259.46,250.24,-0.7899999999999991,18.17,18.96,-3.6300000000000026,15.79,19.42,1.6700000000000017,29,27.33,0.6600000000000001,6.71,6.05,-2.000000000000001,7.22,9.22,-1.3599999999999994,44.54,45.9,1.25,12.45,11.2,2.2600000000000016,16.62,14.36
611,Leoben,6.050000000000011,256.29,250.24,-0.7600000000000016,18.2,18.96,-1.2800000000000011,18.14,19.42,-0.129999999999999,27.2,27.33,-0.04999999999999982,6,6.05,0.5,9.72,9.22,0.2700000000000031,46.17,45.9,1.0100000000000016,12.21,11.2,1.1000000000000014,15.46,14.36
612,Liezen,-18.310000000000002,231.93,250.24,-1.1600000000000001,17.8,18.96,-2.8500000000000014,16.57,19.42,-1.1999999999999993,26.13,27.33,-0.20999999999999996,5.84,6.05,1.9900000000000002,11.21,9.22,-8.579999999999998,37.32,45.9,0.16999999999999993,11.37,11.2,1.2100000000000009,15.57,14.36
614,Murau,-28.840000000000003,221.4,250.24,3.3299999999999983,22.29,18.96,-6.850000000000001,12.57,19.42,-8.029999999999998,19.3,27.33,2.8899999999999997,8.94,6.05,0.879999999999999,10.1,9.22,-8.199999999999996,37.7,45.9,-1.58,9.62,11.2,-3.3599999999999994,11,14.36
616,Voitsberg,17.909999999999968,268.15,250.24,-2.5199999999999996,16.44,18.96,2.289999999999999,21.71,19.42,-4.439999999999998,22.89,27.33,1.9000000000000004,7.95,6.05,-0.77000000000000135,8.45,9.22,2.6700000000000017,48.57,45.9,4.25,15.45,11.2,2.280000000000001,16.64,14.36
617,Weiz,-25.54000000000002,224.7,250.24,-3.1800000000000015,15.78,18.96,-3.540000000000001,15.88,19.42,-5.159999999999997,22.17,27.33,0.7800000000000002,6.83,6.05,-0.3000000000000007,8.92,9.22,-10.049999999999997,35.85,45.9,-1.2299999999999986,9.97,11.2,-3.16,11.2,14.36
620,Murtal,4.8700000000000045,255.11,250.24,0.5599999999999987,19.52,18.96,1.0199999999999996,20.44,19.42,0.07000000000000028,27.4,27.33,0.46999999999999975,6.52,6.05,0.7699999999999996,9.99,9.22,-0.11999999999999744,45.78,45.9,0.77000000000000135,11.97,11.2,4.100000000000001,18.46,14.36
621,Bruck-Mürzzuschlag,0.8299999999999841,251.07,250.24,-2.34,16.62,18.96,-2.6800000000000033,16.74,19.42,-0.5,26.83,27.33,0.39000000000000057,6.44,6.05,0.7999999999999989,10.02,9.22,-3.809999999999995,42.09,45.9,1.3000000000000007,12.5,11.2,1.040000000000001,15.4,14.36
622,Hartberg-Fürstenfeld,-18.350000000000023,231.89,250.24,0.46999999999999886,19.43,18.96,-1.1700000000000017,18.25,19.42,-3.289999999999999,24.04,27.33,0.6500000000000004,6.7,6.05,-0.7800000000000011,8.44,9.22,-14.79,31.11,45.9,2.9300000000000015,14.13,11.2,1.1500000000000004,15.51,14.36
623,Südoststeiermark,5.699999999999989,255.94,250.24,-2.34,16.62,18.96,0.7199999999999989,20.14,19.42,6.649999999999999,33.98,27.33,-1.3199999999999994,4.73,6.05,3.6799999999999997,12.9,9.22,-10.979999999999997,34.92,45.9,0.7000000000000011,11.9,11.2,1.6600000000000001,16.02,14.36
701,Innsbruck-Stadt,9.029999999999973,259.27,250.24,-1.5199999999999996,17.44,18.96,-1.610000000000003,17.81,19.42,-1.629999999999999,25.7,27.33,1.33,7.38,6.05,-0.6800000000000015,8.54,9.22,10.649999999999999,56.55,45.9,-1.1899999999999995,10.01,11.2,-2.0199999999999996,12.34,14.36
702,Imst,-11.390000000000015,238.85,250.24,2.59,21.55,18.96,-3.660000000000002,15.76,19.42,-9.479999999999997,17.85,27.33,-0.33999999999999986,5.71,6.05,2.119999999999999,11.34,9.22,10.43,56.33,45.9,4.140000000000001,15.34,11.2,-2.6899999999999995,11.67,14.36
